41640	1	[11747]
41633	1	[48693]
41082	1	[8549]
40955	1	[29671]
40936	1	[5885]
40749	1	[47405]
40651	1	[28210]
40552	1	[14187]
40413	1	[33910]
40399	1	[5224]
40067	1	[361]
39986	1	[744]
39771	1	[17461]
39757	1	[38395]
39571	1	[41921]
39510	1	[51890]
38905	1	[17099]
38827	1	[10857]
38513	1	[48035]
38435	1	[9488]
38187	1	[37227]
37925	1	[39042]
37064	1	[33780]
36943	1	[12274]
36862	1	[12830]
36823	1	[26555]
36822	1	[64441]
36769	1	[130]
36740	1	[29115]
36637	1	[27964]
36617	1	[25621]
36521	1	[27116]
36466	1	[32264]
36441	1	[10322]
36408	1	[58845]
36320	1	[41448]
36211	1	[37378]
36191	1	[40462]
36094	1	[25581]
35910	1	[28493]
35510	1	[11853]
35493	1	[9228]
35309	1	[63101]
35232	1	[22442]
35108	1	[19272]
34766	1	[62819]
34642	1	[15056]
34544	1	[10695]
34463	1	[13669]
34462	1	[28158]
34441	1	[12026]
34418	1	[25029]
34402	1	[17513]
34373	1	[14774]
34324	1	[18258]
34049	1	[2504]
33987	1	[23789]
33832	1	[47023]
33653	1	[44871]
33412	1	[39121]
33274	1	[62658]
33181	1	[41956]
33071	1	[30819]
33038	1	[12872]
32969	1	[10523]
32941	1	[8625]
32799	1	[17516]
32797	1	[12554]
32701	1	[16342]
32580	1	[16797]
32561	1	[26451]
32401	1	[12799]
32190	1	[13746]
32102	1	[9460]
32002	1	[22470]
31916	1	[5316]
31536	1	[11704]
31516	1	[18414]
31505	1	[23493]
31432	1	[17024]
31364	1	[13216]
31291	1	[31617]
31216	1	[6964]
31027	1	[155]
30904	1	[28006]
30881	1	[4943]
30761	1	[25924]
30758	1	[64072]
30682	1	[41381]
30489	1	[57245]
30479	1	[19882]
30359	1	[11564]
30353	1	[27561]
30306	1	[12964]
30305	1	[17282]
30214	1	[13607]
30181	1	[17460]
30169	1	[11589]
30048	1	[20076]
30022	1	[13089]
30020	1	[1159]
30019	1	[34416]
29867	1	[5443]
29850	1	[11797]
29820	1	[13178]
29613	1	[16922]
29582	1	[46117]
29449	1	[22828]
29425	1	[199]
29257	1	[64829]
29085	1	[15328]
28962	1	[9616]
28948	1	[29006]
28930	1	[35555]
28825	1	[18339]
28822	1	[13828]
28778	1	[34095]
28748	1	[46050]
28625	1	[26648]
28494	1	[5534]
28448	1	[662]
28318	1	[16826]
28287	1	[26565]
27946	1	[57243]
27893	1	[2598]
27864	1	[40067]
27716	1	[24610]
27690	1	[384]
27547	1	[27588]
27503	1	[17759]
27497	1	[26180]
27226	1	[128]
27037	1	[16769]
26980	1	[48335]
26978	1	[29160]
26943	1	[6380]
26936	1	[39345]
26928	1	[28598]
26782	1	[19578]
26734	1	[66590]
26679	1	[12909]
26608	1	[9865]
26497	1	[23264]
26477	1	[17626]
26373	1	[39193]
26368	1	[40886]
26320	1	[8681]
26261	1	[11390]
26229	1	[422]
26217	1	[11404]
26087	1	[46434]
26062	1	[14069]
25969	1	[63132]
25960	1	[39718]
25957	1	[54808]
25865	1	[43937]
25809	1	[11730]
25717	1	[39960]
25647	1	[45916]
25613	1	[36874]
25595	1	[8457]
25459	1	[19768]
25439	1	[2269]
25393	1	[28574]
25343	1	[28840]
25278	1	[10943]
25232	1	[35713]
25209	1	[45900]
25191	1	[17219]
25118	1	[587]
25072	1	[6084]
25054	1	[10810]
25038	1	[26206]
24923	1	[31129]
24821	1	[6268]
24747	1	[25841]
24731	1	[11485]
24687	1	[9175]
24656	1	[27153]
24544	1	[26776]
24495	1	[5178]
24399	1	[33377]
24332	1	[16060]
24328	1	[31614]
24309	1	[20139]
24286	1	[24339]
24141	1	[36083]
24070	1	[6308]
23983	1	[34444]
23914	1	[22488]
23883	1	[48369]
23835	1	[36945]
23694	1	[29840]
23650	1	[869]
23609	1	[53609]
23564	1	[21734]
23563	1	[20222]
23541	1	[16140]
23476	1	[42131]
23470	1	[16350]
23373	1	[13864]
23297	1	[24729]
23129	1	[26886]
23093	1	[41113]
23055	1	[37128]
22994	1	[26783]
22982	1	[10077]
22893	1	[64260]
22800	1	[13759]
22758	1	[53256]
22740	1	[15862]
22713	1	[38720]
22710	1	[17857]
22699	1	[10093]
22631	1	[731]
22593	1	[812]
22572	1	[26775]
22546	1	[2646]
22485	1	[26475]
22428	1	[27506]
22395	1	[13151]
22252	1	[30701]
22205	1	[58728]
22177	1	[31406]
22150	1	[42621]
22129	1	[37525]
22115	1	[16658]
22111	1	[10179]
22030	1	[48642]
21944	1	[23183]
21882	1	[22335]
21747	1	[20469]
21723	1	[24052]
21579	1	[29735]
21559	1	[9554]
21524	1	[36447]
21466	1	[42156]
21451	1	[65839]
21432	1	[15032]
21382	1	[13181]
21287	1	[27957]
21245	1	[13567]
21242	1	[30465]
21222	1	[10193]
21217	1	[5656]
21169	1	[71804]
21154	1	[23159]
21149	1	[19802]
21116	1	[11171]
21032	1	[5789]
20974	1	[13350]
20962	1	[68331]
20913	1	[68654]
20866	1	[19043]
20861	1	[20033]
20849	1	[17710]
20837	1	[14356]
20828	1	[253]
20763	1	[22250]
20752	1	[31041]
20713	1	[28177]
20662	1	[15006]
20513	1	[45726]
20271	1	[18903]
20267	1	[39317]
20261	1	[9823]
20244	1	[28874]
20210	1	[9167]
20188	1	[31007]
20183	1	[51404]
19936	1	[23894]
19919	1	[47720]
19912	1	[49522]
19756	1	[12919]
19744	1	[15526]
19674	1	[9785]
19661	1	[9819]
19648	1	[334]
19635	1	[54908]
19615	1	[18818]
19607	1	[32126]
19579	1	[962]
19521	1	[13550]
19464	1	[22782]
19457	1	[27726]
19407	1	[5589]
19353	1	[14039]
19331	1	[32109]
19312	1	[13059]
19198	1	[22058]
19137	1	[27671]
19135	1	[16225]
19108	1	[28331]
19092	1	[11609]
19083	1	[31685]
18977	1	[19019]
18954	1	[22371]
18939	1	[27563]
18934	1	[5277]
18932	1	[6295]
18873	1	[19163]
18861	1	[28353]
18857	1	[44644]
18843	1	[27212]
18799	1	[16840]
18784	1	[16463]
18695	1	[33076]
18666	1	[8657]
18664	1	[14999]
18626	1	[4957]
18592	1	[19276]
18588	1	[27501]
18568	1	[27914]
18521	1	[31027]
18484	1	[28003]
18468	1	[41788]
18452	1	[33286]
18449	1	[10162]
18442	1	[6508]
18391	1	[49573]
18352	1	[10836]
18341	1	[12237]
18337	1	[30215]
18323	1	[3711]
18312	1	[31248]
18234	1	[23651]
18225	1	[29851]
18202	1	[53265]
18189	1	[8820]
18184	1	[27819]
18148	1	[20179]
18119	1	[33352]
18112	1	[25754]
18103	1	[17241]
18062	1	[15812]
18036	1	[33386]
17991	1	[21918]
17929	1	[20587]
17884	1	[11220]
17863	1	[16232]
17858	1	[27533]
17834	1	[19]
17804	1	[27541]
17797	1	[23143]
17774	1	[13347]
17729	1	[8753]
17720	1	[23323]
17706	1	[73827]
17701	1	[40900]
17683	1	[9022]
17655	1	[46173]
17633	1	[23221]
17624	1	[30245]
17619	1	[18626]
17574	1	[11788]
17471	1	[46019]
17431	1	[48796]
17397	1	[20521]
17379	1	[37345]
17372	1	[32341]
17329	1	[14349]
17326	1	[16693]
17190	1	[26134]
17163	1	[25962]
17139	1	[15087]
17128	1	[38616]
17086	1	[37941]
17063	1	[46124]
17056	1	[33008]
17055	1	[9086]
17011	1	[23341]
16980	1	[20237]
16948	1	[5893]
16937	1	[25814]
16901	1	[30930]
16866	1	[29870]
16842	1	[30097]
16825	1	[17286]
16755	1	[18341]
16665	1	[5326]
16638	1	[45118]
16612	1	[12984]
16608	1	[38957]
16590	1	[172]
16537	1	[10805]
16510	1	[12727]
16505	1	[33632]
16429	1	[29495]
16416	1	[17987]
16382	1	[33261]
16380	1	[6683]
16349	1	[37409]
16307	1	[33231]
16304	1	[11024]
16271	1	[16128]
16257	1	[29287]
16249	1	[29284]
16246	1	[42599]
16242	1	[778]
16206	1	[10216]
16193	1	[10932]
16163	1	[4903]
16102	1	[11840]
16092	1	[53836]
16079	1	[38118]
16053	1	[19493]
16003	1	[28025]
15999	1	[73093]
15970	1	[32557]
15951	1	[33879]
15905	1	[33764]
15850	1	[23674]
15839	1	[38327]
15830	1	[38205]
15823	1	[77335]
15818	1	[39264]
15811	1	[53457]
15808	1	[16318]
15790	1	[37362]
15709	1	[40496]
15688	1	[16347]
15670	1	[21950]
15669	1	[18154]
15665	1	[30376]
15648	1	[54907]
15616	1	[26663]
15604	1	[12343]
15573	1	[25315]
15563	1	[17064]
15535	1	[32455]
15505	1	[749]
15476	1	[20118]
15465	1	[987]
15457	1	[12649]
15340	1	[42055]
15329	1	[9818]
15306	1	[24376]
15289	1	[46149]
15248	1	[262]
15247	1	[46491]
15201	1	[10478]
15177	1	[9632]
15164	1	[22387]
15162	1	[38020]
15138	1	[22813]
15119	1	[22760]
15117	1	[13410]
15087	1	[14435]
15067	1	[71398]
15062	1	[8460]
15016	1	[27370]
14990	1	[40906]
14982	1	[21902]
14965	1	[27992]
14964	1	[65090]
14942	1	[15630]
14933	1	[31167]
14901	1	[1107]
14888	1	[17303]
14839	1	[54232]
14820	1	[49529]
14817	1	[46779]
14766	1	[23376]
14765	1	[29352]
14754	1	[17157]
14753	1	[37186]
14732	1	[39484]
14722	1	[31940]
14709	1	[9317]
14706	1	[15055]
14675	1	[49094]
14658	1	[18056]
14613	1	[9736]
14610	1	[57487]
14600	1	[30557]
14593	1	[9525]
14559	1	[24081]
14555	1	[16643]
14535	1	[47287]
14517	1	[16265]
14493	1	[10103]
14422	1	[15804]
14415	1	[61]
14404	1	[16548]
14386	1	[15305]
14383	1	[25011]
14350	1	[47562]
14281	1	[40089]
14252	1	[41732]
14222	1	[810]
14221	1	[41428]
14143	1	[36862]
14132	1	[82440]
14121	1	[26969]
14110	1	[55991]
14089	1	[5990]
14080	1	[85608]
14054	1	[10589]
14035	1	[25722]
14003	1	[76227]
14002	1	[26446]
14001	1	[26640]
13981	1	[16008]
13979	1	[9202]
13971	1	[6809]
13926	1	[25061]
13908	1	[9179]
13883	1	[5667]
13851	1	[74799]
13847	1	[2464]
13838	1	[40584]
13831	1	[28512]
13803	1	[27031]
13794	1	[41934]
13791	1	[565]
13766	1	[9325]
13745	1	[45174]
13697	1	[30607]
13690	1	[34039]
13673	1	[9483]
13663	1	[13513]
13636	1	[19357]
13615	1	[12886]
13596	1	[14429]
13589	1	[16653]
13575	1	[30762]
13570	1	[29093]
13522	1	[13138]
13478	1	[16062]
13475	1	[24403]
13438	1	[33666]
13436	1	[17927]
13410	1	[26401]
13406	1	[5175]
13404	1	[4873]
13397	1	[5427]
13373	1	[26833]
13335	1	[82743]
13325	1	[17504]
13305	1	[21955]
13247	1	[25712]
13235	1	[5193]
13211	1	[17737]
13208	1	[20104]
13202	1	[14216]
13129	1	[9950]
13124	1	[46719]
13086	1	[26942]
13085	1	[52015]
13044	1	[23462]
13017	1	[64521]
12910	1	[488]
12895	1	[44703]
12893	1	[16850]
12877	1	[492]
12823	1	[26713]
12759	1	[15903]
12742	1	[13960]
12741	1	[67558]
12735	1	[11043]
12688	1	[16182]
12669	1	[904]
12656	1	[27624]
12652	1	[31315]
12635	1	[11334]
12608	1	[22725]
12588	1	[33171]
12562	1	[5694]
12527	1	[24670]
12469	1	[45578]
12457	1	[1174]
12433	1	[13428]
12421	1	[23423]
12399	1	[47263]
12385	1	[47302]
12379	1	[12956]
12373	1	[441]
12351	1	[37880]
12347	1	[15656]
12338	1	[19925]
12326	1	[32051]
12318	1	[30812]
12316	1	[979]
12315	1	[11962]
12311	1	[30786]
12306	1	[36404]
12292	1	[44995]
12289	1	[10015]
12280	1	[11430]
12278	1	[37509]
12273	1	[63460]
12265	1	[58884]
12238	1	[53995]
12234	1	[29131]
12189	1	[44065]
12161	1	[12101]
12088	1	[37104]
12072	1	[32306]
12053	1	[19980]
12033	1	[47797]
12017	1	[44700]
12011	1	[60950]
11975	1	[28252]
11970	1	[26112]
11967	1	[24108]
11966	1	[9848]
11964	1	[31994]
11959	1	[11467]
11952	1	[14527]
11938	1	[14559]
11935	1	[27421]
11919	1	[15965]
11914	1	[10640]
11907	1	[10674]
11890	1	[40374]
11872	1	[51280]
11863	1	[14027]
11838	1	[41698]
11833	1	[43972]
11809	1	[30182]
11804	1	[406]
11790	1	[17776]
11788	1	[44108]
11772	1	[52632]
11764	1	[8860]
11762	1	[27298]
11757	1	[31109]
11744	1	[22191]
11724	1	[2491]
11715	1	[15396]
11666	1	[60955]
11647	1	[60035]
11615	1	[18956]
11611	1	[31402]
11605	1	[21650]
11594	1	[33022]
11562	1	[26671]
11552	1	[27694]
11549	1	[60268]
11541	1	[39932]
11534	1	[53023]
11528	1	[27628]
11527	1	[65979]
11525	1	[20546]
11508	1	[48246]
11503	1	[15319]
11465	1	[8909]
11436	1	[37067]
11421	1	[23696]
11414	1	[3770]
11397	1	[20397]
11378	1	[41417]
11368	1	[22690]
11333	1	[47759]
11320	1	[20371]
11295	1	[6345]
11293	1	[16639]
11271	1	[76444]
11256	1	[15602]
11242	1	[54590]
11223	1	[25024]
11204	1	[34118]
11171	1	[27986]
11166	1	[31736]
11158	1	[15242]
11142	1	[6054]
11125	1	[38745]
11121	1	[73506]
11091	1	[41049]
11081	1	[29067]
11079	1	[13455]
11067	1	[32194]
11039	1	[38083]
11032	1	[32831]
11018	1	[19586]
11017	1	[43217]
11012	1	[37394]
10967	1	[49468]
10959	1	[37913]
10957	1	[12375]
10929	1	[14377]
10910	1	[30659]
10876	1	[39034]
10869	1	[17294]
10819	1	[13238]
10818	1	[31652]
10815	1	[54138]
10802	1	[31456]
10794	1	[17635]
10780	1	[20098]
10767	1	[1240]
10763	1	[750]
10744	1	[18968]
10717	1	[4942]
10713	1	[54686]
10698	1	[53954]
10696	1	[13029]
10670	1	[16751]
10646	1	[28440]
10637	1	[52556]
10631	1	[42121]
10611	1	[6721]
10603	1	[4836]
10589	1	[42670]
10584	1	[26811]
10579	1	[31346]
10571	1	[19641]
10549	1	[25832]
10512	1	[38632]
10465	1	[19124]
10448	1	[33587]
10444	1	[3738]
10432	1	[35804]
10430	1	[9349]
10412	1	[678]
10384	1	[64131]
10374	1	[22266]
10358	1	[9249]
10352	1	[29673]
10350	1	[17352]
10346	1	[13818]
10319	1	[28285]
10306	1	[29520]
10301	1	[17364]
10299	1	[39661]
10280	1	[28040]
10270	1	[22093]
10267	1	[30676]
10265	1	[19127]
10264	1	[38216]
10247	1	[32071]
10243	1	[19465]
10226	1	[24876]
10220	1	[11657]
10217	1	[25231]
10180	1	[46523]
10178	1	[57255]
10166	1	[8064]
10162	1	[16219]
10160	1	[28411]
10154	1	[418]
10148	1	[34325]
10137	1	[6939]
10132	1	[2403]
10116	1	[37009]
10115	1	[54436]
10109	1	[44124]
10096	1	[8785]
10083	1	[36368]
10064	1	[52613]
10050	1	[47274]
10046	1	[13231]
10041	1	[40011]
10039	1	[24800]
10038	1	[9681]
10034	1	[28539]
10027	1	[26699]
9997	1	[22170]
9981	1	[27722]
9977	1	[14734]
9964	1	[55545]
9963	1	[8244]
9962	1	[44800]
9957	1	[18018]
9953	1	[32339]
9943	1	[52157]
9919	1	[17830]
9905	1	[31938]
9883	1	[33105]
9872	1	[35775]
9867	1	[16532]
9861	1	[29410]
9837	1	[57310]
9835	1	[36780]
9834	1	[9913]
9826	1	[44293]
9825	1	[48962]
9798	1	[10329]
9792	1	[22494]
9774	1	[26360]
9756	1	[22795]
9750	1	[25317]
9745	1	[47875]
9721	1	[6015]
9720	1	[58735]
9718	1	[46748]
9717	1	[511]
9686	1	[32407]
9682	1	[9777]
9680	1	[47623]
9662	1	[13405]
9661	1	[758]
9646	1	[45074]
9629	1	[84840]
9613	1	[36914]
9593	1	[5489]
9587	1	[8286]
9575	1	[2436]
9573	1	[16835]
9564	1	[57160]
9558	1	[8157]
9536	1	[48250]
9516	1	[26174]
9503	1	[5024]
9496	1	[19575]
9482	1	[28594]
9478	1	[641]
9474	1	[11402]
9460	1	[25443]
9459	1	[13185]
9448	1	[40662]
9442	1	[26755]
9435	1	[15387]
9397	1	[51671]
9387	1	[20506]
9377	1	[8122]
9366	1	[38588]
9364	1	[37480]
9346	1	[25524]
9334	1	[6639]
9323	1	[17216]
9320	1	[30545]
9312	1	[787]
9305	1	[11921]
9297	1	[16179]
9296	1	[10839]
9276	1	[25987]
9274	1	[37078]
9270	1	[6949]
9224	1	[75948]
9223	1	[6937]
9222	1	[48390]
9221	1	[21780]
9219	1	[33256]
9210	1	[19922]
9201	1	[473]
9196	1	[32756]
9181	1	[23614]
9176	1	[32280]
9172	1	[2651]
9164	1	[44324]
9157	1	[10091]
9143	1	[24878]
9122	1	[30370]
9100	1	[16036]
9085	1	[17572]
9061	1	[33145]
9055	1	[37589]
9053	1	[45833]
9052	1	[49276]
9031	1	[9943]
9027	1	[14998]
9025	1	[32753]
9012	1	[14710]
9010	1	[19840]
8998	1	[58376]
8994	1	[27795]
8987	1	[32888]
8985	1	[54818]
8983	1	[17522]
8967	1	[67989]
8941	1	[10363]
8934	1	[34005]
8914	1	[45729]
8908	1	[41]
8900	1	[31453]
8880	1	[77040]
8877	1	[985]
8870	1	[45075]
8869	1	[23165]
8863	1	[9945]
8844	1	[11751]
8842	1	[8426]
8824	1	[42760]
8808	1	[711]
8803	1	[26943]
8792	1	[26714]
8764	1	[6169]
8734	1	[46106]
8723	1	[18014]
8722	1	[35641]
8711	1	[371]
8702	1	[14118]
8701	1	[29245]
8698	1	[27471]
8689	1	[10612]
8688	1	[44192]
8675	1	[10509]
8664	1	[10310]
8645	1	[30913]
8642	1	[11088]
8637	1	[14690]
8633	1	[16247]
8614	1	[9758]
8601	1	[13663]
8598	1	[17079]
8585	1	[43927]
8580	1	[53033]
8575	1	[13376]
8564	1	[34073]
8562	1	[18374]
8558	1	[16444]
8538	1	[25789]
8523	1	[17970]
8516	1	[37815]
8513	1	[49567]
8509	1	[51470]
8504	1	[19005]
8485	1	[26784]
8482	1	[14664]
8455	1	[58890]
8454	1	[15962]
8437	1	[16379]
8432	1	[10522]
8423	1	[28499]
8415	1	[27648]
8376	1	[19933]
8367	1	[13596]
8362	1	[13438]
8345	1	[60481]
8343	1	[27539]
8329	1	[15043]
8322	1	[6736]
8316	1	[12751]
8309	1	[15915]
8301	1	[18828]
8292	1	[11284]
8288	1	[57171]
8271	1	[30715]
8252	1	[26751]
8249	1	[25714]
8241	1	[30448]
8234	1	[47038]
8215	1	[26528]
8214	1	[14152]
8210	1	[23726]
8199	1	[28227]
8193	1	[5639]
8187	1	[23739]
8183	1	[67009]
8181	1	[11320]
8179	1	[6530]
8162	1	[12365]
8145	1	[1229]
8144	1	[14403]
8141	1	[25666]
8136	1	[39526]
8135	1	[12377]
8130	1	[10250]
8125	1	[458]
8124	1	[33977]
8112	1	[9074]
8102	1	[26792]
8093	1	[5023]
8090	1	[26652]
8078	1	[27639]
8074	1	[28676]
8066	1	[16045]
8065	1	[323]
8064	1	[25072]
8059	1	[22302]
8058	1	[20012]
8045	1	[29293]
8042	1	[25933]
8041	1	[31264]
8022	1	[10724]
8014	1	[23669]
8009	1	[29223]
8008	1	[103]
8006	1	[10580]
8004	1	[77534]
7991	1	[30702]
7989	1	[25463]
7987	1	[793]
7986	1	[16488]
7985	1	[26597]
7980	1	[18842]
7976	1	[48531]
7971	1	[26427]
7969	1	[6970]
7945	1	[22639]
7927	1	[17557]
7926	1	[34406]
7923	1	[38921]
7918	1	[37413]
7913	1	[5776]
7906	1	[38080]
7879	1	[32353]
7874	1	[5061]
7866	1	[29634]
7862	1	[42376]
7850	1	[2308]
7849	1	[10471]
7847	1	[46332]
7845	1	[29173]
7830	1	[32139]
7825	1	[40569]
7822	1	[26087]
7819	1	[23615]
7812	1	[26264]
7803	1	[21693]
7801	1	[26881]
7788	1	[20339]
7773	1	[10972]
7771	1	[2523]
7762	1	[28714]
7710	1	[44476]
7709	1	[6115]
7701	1	[17910]
7699	1	[14208]
7687	1	[79761]
7685	1	[55902]
7679	1	[16817]
7662	1	[22036]
7656	1	[34209]
7655	1	[35787]
7618	1	[37234]
7617	1	[15110]
7614	1	[28328]
7613	1	[25467]
7612	1	[45239]
7606	1	[47073]
7600	1	[18081]
7590	1	[872]
7589	1	[22078]
7586	1	[33442]
7581	1	[37792]
7579	1	[26789]
7577	1	[20157]
7576	1	[49084]
7574	1	[6391]
7560	1	[9003]
7556	1	[29844]
7551	1	[38021]
7549	1	[48718]
7545	1	[14984]
7543	1	[27359]
7539	1	[12050]
7536	1	[15512]
7533	1	[13820]
7528	1	[39453]
7526	1	[13465]
7524	1	[52425]
7523	1	[22853]
7510	1	[38692]
7500	1	[26763]
7492	1	[41914]
7443	1	[14432]
7439	1	[17809]
7420	1	[25655]
7416	1	[16800]
7415	1	[56365]
7403	1	[9424]
7400	1	[9892]
7396	1	[19801]
7394	1	[20415]
7386	1	[38535]
7385	1	[30070]
7378	1	[25752]
7374	1	[5404]
7354	1	[42014]
7350	1	[67578]
7343	1	[28221]
7321	1	[15423]
7304	1	[37831]
7301	1	[12679]
7285	1	[19160]
7283	1	[18103]
7280	1	[39058]
7275	1	[35516]
7274	1	[27262]
7255	1	[10713]
7251	1	[26183]
7247	1	[8294]
7244	1	[46377]
7241	1	[44738]
7238	1	[11134]
7230	1	[8253]
7225	1	[8598]
7224	1	[22545]
7223	1	[12930]
7221	1	[48515]
7219	1	[22047]
7213	1	[52704]
7191	1	[26351]
7190	1	[27709]
7188	1	[45974]
7179	1	[40022]
7170	1	[12018]
7168	1	[11740]
7166	1	[17598]
7160	1	[65341]
7157	1	[42530]
7156	1	[38358]
7152	1	[11159]
7151	1	[15765]
7147	1	[1165]
7145	1	[45311]
7139	1	[41068]
7136	1	[6691]
7130	1	[196]
7129	1	[66350]
7116	1	[9860]
7105	1	[41422]
7092	1	[11274]
7084	1	[9440]
7072	1	[227]
7070	1	[6174]
7059	1	[8542]
7043	1	[5958]
7030	1	[77595]
7024	1	[26854]
7014	1	[20213]
7000	1	[37259]
6992	1	[9222]
6981	1	[20442]
6979	1	[38507]
6977	1	[45282]
6975	1	[27670]
6970	1	[84167]
6969	1	[24560]
6968	1	[15864]
6966	1	[14142]
6959	1	[10063]
6956	1	[16729]
6954	1	[974]
6944	1	[20413]
6941	1	[37159]
6933	1	[28799]
6929	1	[60714]
6919	1	[39140]
6912	1	[19901]
6896	1	[58981]
6892	1	[9459]
6884	1	[26747]
6868	1	[19615]
6857	1	[23764]
6854	1	[49405]
6846	1	[11720]
6837	1	[63826]
6834	1	[68095]
6819	1	[22355]
6817	1	[29958]
6813	1	[52627]
6810	1	[23729]
6806	1	[12607]
6795	1	[14983]
6794	1	[24760]
6793	1	[42087]
6790	1	[26479]
6789	1	[39898]
6787	1	[6612]
6783	1	[68599]
6778	1	[12219]
6775	1	[3719]
6768	1	[37673]
6764	1	[36655]
6763	1	[45684]
6761	1	[5115]
6757	1	[32671]
6752	1	[19385]
6749	1	[43524]
6743	1	[6643]
6742	1	[30917]
6741	1	[9930]
6736	1	[33672]
6731	1	[15780]
6727	1	[33084]
6726	1	[16119]
6723	1	[64455]
6704	1	[78180]
6702	1	[69277]
6701	1	[30500]
6693	1	[12883]
6685	1	[38540]
6675	1	[22101]
6674	1	[23245]
6673	1	[38303]
6671	1	[36849]
6669	1	[28095]
6666	1	[33522]
6664	1	[16921]
6661	1	[31054]
6658	1	[9604]
6644	1	[65471]
6642	1	[5000]
6633	1	[19370]
6630	1	[37329]
6627	1	[21720]
6621	1	[54507]
6615	1	[29969]
6613	1	[56250]
6610	1	[22177]
6601	1	[42730]
6599	1	[48848]
6595	1	[52348]
6594	1	[1078]
6592	1	[40815]
6583	1	[16306]
6582	1	[19430]
6574	1	[10211]
6573	1	[31434]
6564	1	[17013]
6554	1	[18860]
6552	1	[14021]
6550	1	[27676]
6546	1	[36439]
6543	1	[25988]
6542	1	[5529]
6539	1	[17713]
6537	1	[27003]
6532	1	[24660]
6524	1	[6506]
6515	1	[55164]
6513	1	[29028]
6512	1	[9134]
6509	1	[18687]
6501	1	[47966]
6495	1	[55090]
6487	1	[27665]
6486	1	[38984]
6485	1	[41034]
6475	1	[26382]
6471	1	[12327]
6470	1	[27225]
6461	1	[13923]
6458	1	[49431]
6448	1	[51591]
6442	1	[43135]
